ticker,event_ticker,category,event_time,vol_total,vol_24h,vol_4h,vol_1h,n_trades_1h,max_trade_size_1h,net_yes_volume_1h,vol_30m,n_trades_30m,max_trade_size_30m,net_yes_volume_30m,price_change_30m,z_vol_30m,z_vol_1h,z_max_trade_size_1h,z_price_change_30m,flag_volume_spike_30m,flag_big_trade_1h,flag_price_jump_30m,suspicion_score
KXBIDENMENTION-25NOV08-PUTI,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,8605,8605,4675,4675,5,1572,4675,0,0,0.0,0,0.0,-0.20719683246073933,1.3420462981985777,3.4894060383474046,0.04363409851175914,False,True,False,1.7447030191737023
KXBIDENMENTION-25NOV08-MIDT,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,18219,18219,935,935,1,935,935,935,1,935.0,935,-0.53,0.2285723599930389,0.08385665748204471,1.9811776098980092,-4.071325369679051,False,False,True,1.6431611649420437
KXJLEAGUEGAME-25NOV08REYNGE-TIE,KXJLEAGUEGAME-25NOV08REYNGE,Sports,2025-11-08 08:55:03.332970+00:00,7085,7085,7085,5731,81,522,457,2254,14,522.0,-1758,-0.2299999999999999,0.8433098625027005,1.6972998438126574,1.0033152222220274,-1.7421030291936856,False,False,True,1.528967473613714
KXJLEAGUEGAME-25NOV08VERAVI-VER,KXJLEAGUEGAME-25NOV08VERAVI,Sports,2025-11-08 07:00:12.032613+00:00,2686,2686,2686,2662,18,500,-2468,2659,16,500.0,-2471,0.0,1.0320655020147647,0.6648442268717378,0.9512257003603527,0.04363409851175914,False,False,False,1.507678352194941
KXJLEAGUEGAME-25NOV08SHOALB-ALB,KXJLEAGUEGAME-25NOV08SHOALB,Sports,2025-11-08 08:00:18.622035+00:00,12072,12072,12072,5586,29,985,244,467,1,467.0,467,-0.49,0.010454732112431189,1.6485197641592089,2.0995628868563605,-3.760762390947668,False,False,True,1.4522361755406115
KXALEAGUEGAME-25NOV08VICMEL-TIE,KXALEAGUEGAME-25NOV08VICMEL,Sports,2025-11-08 10:40:31.145270+00:00,5929,5929,5781,3571,44,390,-453,2110,14,390.0,-1124,-0.29,0.7761967462317442,0.9706448641474941,0.6907780910519798,-2.2079474972907587,False,False,True,1.353585791757734
KXLIGAMXGAME-25NOV07TIJATL-TIE,KXLIGAMXGAME-25NOV07TIJATL,Sports,2025-11-08 05:10:01.272504+00:00,5897,5897,5893,3322,41,500,-868,1844,15,452.0,-1844,-0.19,0.6522239064534501,0.8868776928805377,0.9512257003603527,-1.4315400504623046,False,False,True,1.2798367566336264
KXBIDENMENTION-25NOV08-SNAP,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,43252,43252,3659,467,1,467,467,467,1,467.0,467,-0.98,0.010454732112431189,-0.07358525477874069,0.8730914175678409,-7.565158880407096,False,False,True,1.2310004408963517
KXKLEAGUEGAME-25NOV08GISGAW-GIS,KXKLEAGUEGAME-25NOV08GISGAW,Sports,2025-11-08 09:30:03.420985+00:00,8475,8475,8475,2373,45,300,-2083,1779,36,300.0,-1609,-0.38,0.6219297914700324,0.5676204819072785,0.4776845925269475,-2.9067141994363683,False,False,True,1.1647720877335062
KXSAUDIPLGAME-25NOV08NEOALN-ALN,KXSAUDIPLGAME-25NOV08NEOALN,Sports,2025-11-08 15:50:49.839506+00:00,11692,11692,9400,5709,57,1000,3109,66,2,42.0,-66,0.04,-0.1764366541698844,1.6898987282790308,2.1350784699438656,0.354197077243141,False,False,False,1.0995392349719328
KXKLEAGUEGAME-25NOV08JEODAJ-DAJ,KXKLEAGUEGAME-25NOV08JEODAJ,Sports,2025-11-08 09:34:55.359499+00:00,3470,3470,3242,2552,38,491,-2386,1199,11,491.0,-1199,-0.19,0.3516130731564587,0.6278386492036045,0.9299163505078495,-1.4315400504623046,False,False,True,0.9685712484103834
KXLIGAMXGAME-25NOV07TIJATL-ATL,KXLIGAMXGAME-25NOV07TIJATL,Sports,2025-11-08 05:10:01.272504+00:00,4369,4369,3849,2320,34,360,-750,1113,7,360.0,-737,-0.18,0.3115316287168598,0.549790521758087,0.619746924876969,-1.353899305779459,False,False,True,0.7654050911553444
KXBIDENMENTION-25NOV08-MEDI,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,13069,13069,560,467,1,467,467,467,1,467.0,467,-0.29,0.010454732112431189,-0.07358525477874069,0.8730914175678409,-2.2079474972907587,False,False,True,0.6790004408963517
KXBIDENMENTION-25NOV08-OBAM,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,32237,32237,1890,374,1,374,374,374,1,374.0,374,-0.44,-0.03288915547922804,-0.10487178862543521,0.6528948024253074,-3.372558667533441,False,False,True,0.6784474012126538
KXBIDENMENTION-25NOV08-CHIN,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,24512,24512,245,186,2,93,-186,93,1,93.0,-93,0.69,-0.1638529448690801,-0.16811768500369945,-0.012430454080626888,5.400845481628095,False,False,True,0.5519999999999999
KXKLEAGUEGAME-25NOV08GISGAW-TIE,KXKLEAGUEGAME-25NOV08GISGAW,Sports,2025-11-08 09:30:03.420985+00:00,2686,2686,2611,1116,26,252,-984,642,21,180.0,-510,-0.29,0.09201581091394048,0.14474765346324592,0.36403472664693026,-2.2079474972907587,False,False,True,0.5060331742374056
KXBIDENMENTION-25NOV08-NEW,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,21402,21402,92,69,3,34,-69,11,1,11.0,-11,0.59,-0.20207013607893018,-0.20747816306889577,-0.1521250808914814,4.624438034799641,False,False,True,0.472
KXBIDENMENTION-25NOV08-KING,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,45059,45059,1271,203,3,93,-203,110,2,93.0,-110,0.59,-0.15592986864264777,-0.16239864118226066,-0.012430454080626888,4.624438034799641,False,False,True,0.472
KXBIDENMENTION-25NOV08-SHUT,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,31442,31442,10288,8,2,7,-8,7,1,7.0,-7,0.49,-0.20393438930867896,-0.2279994379575879,-0.21605313044899113,3.8480305879711865,False,False,True,0.392
KXALEAGUEGAME-25NOV08VICMEL-VIC,KXALEAGUEGAME-25NOV08VICMEL,Sports,2025-11-08 10:40:31.145270+00:00,6960,6960,6802,3158,24,426,-1128,0,0,0.0,0,0.0,-0.20719683246073933,0.8317057407207754,0.7760154904619928,0.04363409851175914,False,False,False,0.3880077452309964
KXSAUDIPLGAME-25NOV08NEOALN-NEO,KXSAUDIPLGAME-25NOV08NEOALN,Sports,2025-11-08 15:50:49.839506+00:00,8510,8510,8321,1277,25,200,-523,169,3,158.0,169,-0.29,-0.1284321335038532,0.19891036259569558,0.2409140386102449,-2.2079474972907587,False,False,True,0.3524570193051224
KXBIDENMENTION-25NOV08-ICE,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,20454,20454,10720,280,2,187,280,187,1,187.0,187,-0.24,-0.12004299396998369,-0.13649473681456734,0.21013386660107355,-1.8197437738765319,False,False,True,0.2970669333005368
KXXRP-25NOV0810-B2.2499500,KXXRP-25NOV0810,Crypto,2025-11-08 15:00:00+00:00,300,300,300,300,1,300,300,0,0,0.0,0,0.0,-0.20719683246073933,-0.12976644996581582,0.4776845925269475,0.04363409851175914,False,False,False,0.23884229626347375
KXXRPD-25NOV0810-T2.2599,KXXRPD-25NOV0810,Crypto,2025-11-08 15:00:00+00:00,300,300,300,300,1,300,-300,0,0,0.0,0,0.0,-0.20719683246073933,-0.12976644996581582,0.4776845925269475,0.04363409851175914,False,False,False,0.23884229626347375
KXJLEAGUEGAME-25NOV08SHOALB-TIE,KXJLEAGUEGAME-25NOV08SHOALB,Sports,2025-11-08 08:00:18.622035+00:00,5812,5812,5812,2182,25,299,-1756,0,0,0.0,0,0.0,-0.20719683246073933,0.5033653425017016,0.47531688698778046,0.04363409851175914,False,False,False,0.23765844349389023
KXBIDENMENTION-25NOV08-UKRA,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,4343,4343,654,94,2,93,94,93,1,93.0,93,-0.29,-0.1638529448690801,-0.1990678045079564,-0.012430454080626888,-2.2079474972907587,False,False,True,0.23199999999999998
KXBIDENMENTION-25NOV08-BALL,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,9373,9373,186,93,2,92,93,93,2,92.0,93,-0.24,-0.1638529448690801,-0.19940421885039397,-0.014798159619793912,-1.8197437738765319,False,False,True,0.192
KXXRP-25NOV0809-B2.4299500,KXXRP-25NOV0809,Crypto,2025-11-08T14:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRP-25NOV0809-B2.4099500,KXXRP-25NOV0809,Crypto,2025-11-08T14:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRP-25NOV0809-B2.3899500,KXXRP-25NOV0809,Crypto,2025-11-08T14:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRP-25NOV0809-B2.3699500,KXXRP-25NOV0809,Crypto,2025-11-08T14:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXBIDENMENTION-25NOV08-REPU,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,13200,13200,10,10,1,10,-10,0,0,0.0,0,0.0,-0.20719683246073933,-0.22732660927271275,-0.20895001383149006,0.04363409851175914,False,False,False,0.0
KXBIDENMENTION-25NOV08-KAMA,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,20514,20514,0,0,0,0,0,0,0,0.0,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXBIDENMENTION-25NOV08-ICEC,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,6843,6843,662,0,0,0,0,0,0,0.0,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXBIDENMENTION-25NOV08-ELEC,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,18348,18348,0,0,0,0,0,0,0,0.0,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXBIDENMENTION-25NOV08-DEMO,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,24718,24718,110,0,0,0,0,0,0,0.0,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXBIDENMENTION-25NOV08-CHUC,KXBIDENMENTION-25NOV08,Mentions,2025-11-08 15:00:00+00:00,4025,4025,0,0,0,0,0,0,0,0.0,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.8399,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.8199,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.7999,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.7799,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.7599,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.7399,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.7199,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.6999,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.6799,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.6599,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.6399,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.6199,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.5999,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.5799,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.5599,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.5399,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.5199,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.4999,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.4799,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.4599,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.4399,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.4199,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.3999,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.3799,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
KXXRPD-25NOV0811-T2.3599,KXXRPD-25NOV0811,Crypto,2025-11-08T16:00:00Z,0,0,0,0,0,0,0,0,0,,0,0.0,-0.20719683246073933,-0.2306907526970885,-0.23262706922316032,0.04363409851175914,False,False,False,0.0
